Date Time,NO2
2022-01-04 20:00:00+00:00,76.75
2022-01-04 21:00:00+00:00,58.75
2022-01-04 22:00:00+00:00,55.0
2022-01-04 23:00:00+00:00,74.0
2022-01-05 00:00:00+00:00,60.75
2022-01-05 01:00:00+00:00,37.5
2022-01-05 02:00:00+00:00,16.5
2022-01-05 03:00:00+00:00,16.25
2022-01-05 04:00:00+00:00,13.5
2022-01-05 05:00:00+00:00,11.25
2022-01-05 06:00:00+00:00,35.5
2022-01-05 07:00:00+00:00,70.75
2022-01-05 08:00:00+00:00,96.25
2022-01-05 09:00:00+00:00,102.25
2022-01-05 10:00:00+00:00,114.25
2022-01-05 11:00:00+00:00,100.5
2022-01-05 12:00:00+00:00,107.0
2022-01-05 13:00:00+00:00,85.25
2022-01-05 14:00:00+00:00,91.5
2022-01-05 15:00:00+00:00,105.25
2022-01-05 16:00:00+00:00,112.75
2022-01-05 17:00:00+00:00,135.5
2022-01-05 18:00:00+00:00,146.75
2022-01-05 19:00:00+00:00,104.75
2022-01-05 20:00:00+00:00,116.5
2022-01-05 21:00:00+00:00,93.75
2022-01-05 22:00:00+00:00,89.75
2022-01-05 23:00:00+00:00,86.75
2022-01-06 00:00:00+00:00,87.75
2022-01-06 01:00:00+00:00,70.0
2022-01-06 02:00:00+00:00,66.25
2022-01-06 03:00:00+00:00,60.5
2022-01-06 04:00:00+00:00,58.25
2022-01-06 05:00:00+00:00,57.25
2022-01-06 06:00:00+00:00,79.25
2022-01-06 07:00:00+00:00,98.25
2022-01-06 08:00:00+00:00,123.0
2022-01-06 09:00:00+00:00,150.0
2022-01-06 10:00:00+00:00,82.75
2022-01-06 11:00:00+00:00,73.25
2022-01-06 12:00:00+00:00,115.5
2022-01-06 13:00:00+00:00,79.5
2022-01-06 14:00:00+00:00,73.0
2022-01-06 15:00:00+00:00,69.0
2022-01-06 16:00:00+00:00,86.0
2022-01-06 17:00:00+00:00,87.0
2022-01-06 18:00:00+00:00,134.5
2022-01-06 19:00:00+00:00,168.75
2022-01-06 20:00:00+00:00,115.5
2022-01-06 21:00:00+00:00,56.75
2022-01-06 22:00:00+00:00,61.75
2022-01-06 23:00:00+00:00,38.0
2022-01-07 00:00:00+00:00,39.0
2022-01-07 01:00:00+00:00,15.75
2022-01-07 02:00:00+00:00,8.25
2022-01-07 03:00:00+00:00,11.75
2022-01-07 04:00:00+00:00,12.0
2022-01-07 05:00:00+00:00,12.75
2022-01-07 06:00:00+00:00,42.25
2022-01-07 07:00:00+00:00,58.25
2022-01-07 08:00:00+00:00,117.75
2022-01-07 09:00:00+00:00,161.5
2022-01-07 10:00:00+00:00,100.0
2022-01-07 11:00:00+00:00,80.0
2022-01-07 12:00:00+00:00,96.25
2022-01-07 13:00:00+00:00,78.0
2022-01-07 14:00:00+00:00,154.0
2022-01-07 15:00:00+00:00,154.5
2022-01-07 16:00:00+00:00,118.25
2022-01-07 17:00:00+00:00,156.75
2022-01-07 18:00:00+00:00,128.25
2022-01-07 19:00:00+00:00,113.5
2022-01-07 20:00:00+00:00,107.75
2022-01-07 21:00:00+00:00,88.0
2022-01-07 22:00:00+00:00,77.25
2022-01-07 23:00:00+00:00,86.5
2022-01-08 00:00:00+00:00,100.25
2022-01-08 01:00:00+00:00,60.0
2022-01-08 02:00:00+00:00,57.75
2022-01-08 03:00:00+00:00,44.75
2022-01-08 04:00:00+00:00,45.0
2022-01-08 05:00:00+00:00,30.0
2022-01-08 06:00:00+00:00,26.0
2022-01-08 07:00:00+00:00,44.0
2022-01-08 08:00:00+00:00,52.0
2022-01-08 09:00:00+00:00,73.0
2022-01-08 10:00:00+00:00,78.25
2022-01-08 11:00:00+00:00,82.75
2022-01-08 12:00:00+00:00,80.25
2022-01-08 13:00:00+00:00,63.0
2022-01-08 14:00:00+00:00,76.75
2022-01-08 15:00:00+00:00,165.25
2022-01-08 16:00:00+00:00,130.25
2022-01-08 17:00:00+00:00,88.0
2022-01-08 18:00:00+00:00,110.0
2022-01-08 19:00:00+00:00,88.0
2022-01-08 20:00:00+00:00,85.75
2022-01-08 21:00:00+00:00,69.75
2022-01-08 22:00:00+00:00,44.0
2022-01-08 23:00:00+00:00,53.5
2022-01-09 00:00:00+00:00,42.0
2022-01-09 01:00:00+00:00,25.0
2022-01-09 02:00:00+00:00,36.5
2022-01-09 03:00:00+00:00,33.0
2022-01-09 04:00:00+00:00,35.0
2022-01-09 05:00:00+00:00,25.75
2022-01-09 06:00:00+00:00,17.75
2022-01-09 07:00:00+00:00,14.0
2022-01-09 08:00:00+00:00,35.75
2022-01-09 09:00:00+00:00,82.75
2022-01-09 10:00:00+00:00,71.25
2022-01-09 11:00:00+00:00,63.5
2022-01-09 12:00:00+00:00,65.5
2022-01-09 13:00:00+00:00,60.25
2022-01-09 14:00:00+00:00,69.75
2022-01-09 15:00:00+00:00,110.25
2022-01-09 16:00:00+00:00,116.0
2022-01-09 17:00:00+00:00,109.5
2022-01-09 18:00:00+00:00,104.5
2022-01-09 19:00:00+00:00,126.75
2022-01-09 20:00:00+00:00,109.0
2022-01-09 21:00:00+00:00,91.75
2022-01-09 22:00:00+00:00,84.25
2022-01-09 23:00:00+00:00,101.25
2022-01-10 00:00:00+00:00,82.75
2022-01-10 01:00:00+00:00,63.25
2022-01-10 02:00:00+00:00,54.0
2022-01-10 03:00:00+00:00,55.0
2022-01-10 04:00:00+00:00,49.75
2022-01-10 05:00:00+00:00,41.75
2022-01-10 06:00:00+00:00,68.25
2022-01-10 07:00:00+00:00,120.75
2022-01-10 08:00:00+00:00,102.75
2022-01-10 09:00:00+00:00,98.25
2022-01-10 10:00:00+00:00,88.5
2022-01-10 11:00:00+00:00,90.25
2022-01-10 12:00:00+00:00,94.25
2022-01-10 13:00:00+00:00,63.25
2022-01-10 14:00:00+00:00,131.0
2022-01-10 15:00:00+00:00,131.0
2022-01-10 16:00:00+00:00,127.75
2022-01-10 17:00:00+00:00,124.5
2022-01-10 18:00:00+00:00,129.75
2022-01-10 19:00:00+00:00,117.0
2022-01-10 20:00:00+00:00,109.5
2022-01-10 21:00:00+00:00,104.0
2022-01-10 22:00:00+00:00,89.5
2022-01-10 23:00:00+00:00,76.75
2022-01-11 00:00:00+00:00,86.25
2022-01-11 01:00:00+00:00,70.75
2022-01-11 02:00:00+00:00,62.5
2022-01-11 03:00:00+00:00,60.5
2022-01-11 04:00:00+00:00,50.25
2022-01-11 05:00:00+00:00,55.25
2022-01-11 06:00:00+00:00,79.5
2022-01-11 07:00:00+00:00,107.75
2022-01-11 08:00:00+00:00,132.75
2022-01-11 09:00:00+00:00,154.75
2022-01-11 10:00:00+00:00,139.75
2022-01-11 11:00:00+00:00,106.75
2022-01-11 12:00:00+00:00,103.5
2022-01-11 13:00:00+00:00,86.0
2022-01-11 14:00:00+00:00,89.75
2022-01-11 15:00:00+00:00,95.0
2022-01-11 16:00:00+00:00,84.0
2022-01-11 17:00:00+00:00,102.5
2022-01-11 18:00:00+00:00,101.75
2022-01-11 19:00:00+00:00,97.25
2022-01-11 20:00:00+00:00,76.5
2022-01-11 21:00:00+00:00,87.25
2022-01-11 22:00:00+00:00,69.5
2022-01-11 23:00:00+00:00,68.75
2022-01-12 00:00:00+00:00,63.5
2022-01-12 01:00:00+00:00,42.5
2022-01-12 02:00:00+00:00,40.5
2022-01-12 03:00:00+00:00,45.5
2022-01-12 04:00:00+00:00,43.5
2022-01-12 05:00:00+00:00,36.5
2022-01-12 06:00:00+00:00,56.25
2022-01-12 07:00:00+00:00,97.25
2022-01-12 08:00:00+00:00,89.75
2022-01-12 09:00:00+00:00,118.5
2022-01-12 10:00:00+00:00,107.25
2022-01-12 11:00:00+00:00,125.0
2022-01-12 12:00:00+00:00,95.25
2022-01-12 13:00:00+00:00,120.75
2022-01-12 14:00:00+00:00,122.5
2022-01-12 15:00:00+00:00,132.5
2022-01-12 16:00:00+00:00,134.75
2022-01-12 17:00:00+00:00,148.0
2022-01-12 18:00:00+00:00,144.25
2022-01-12 19:00:00+00:00,157.25
2022-01-12 20:00:00+00:00,137.25
2022-01-12 21:00:00+00:00,122.0
2022-01-12 22:00:00+00:00,108.5
2022-01-12 23:00:00+00:00,102.25
2022-01-13 00:00:00+00:00,92.25
2022-01-13 01:00:00+00:00,65.5
2022-01-13 02:00:00+00:00,52.25
2022-01-13 03:00:00+00:00,46.5
2022-01-13 04:00:00+00:00,45.25
2022-01-13 05:00:00+00:00,44.0
2022-01-13 06:00:00+00:00,64.0
2022-01-13 07:00:00+00:00,75.75
2022-01-13 08:00:00+00:00,133.75
2022-01-13 09:00:00+00:00,152.75
2022-01-13 10:00:00+00:00,128.25
2022-01-13 11:00:00+00:00,159.5
2022-01-13 12:00:00+00:00,164.25
2022-01-13 13:00:00+00:00,159.5
2022-01-13 14:00:00+00:00,153.25
2022-01-13 15:00:00+00:00,166.5
2022-01-13 16:00:00+00:00,176.75
2022-01-13 17:00:00+00:00,170.25
2022-01-13 18:00:00+00:00,146.0
2022-01-13 19:00:00+00:00,131.75
2022-01-13 20:00:00+00:00,134.25
2022-01-13 21:00:00+00:00,117.25
2022-01-13 22:00:00+00:00,109.5
2022-01-13 23:00:00+00:00,101.75
2022-01-14 00:00:00+00:00,98.0
2022-01-14 01:00:00+00:00,68.25
2022-01-14 02:00:00+00:00,64.25
2022-01-14 03:00:00+00:00,56.0
2022-01-14 04:00:00+00:00,62.75
2022-01-14 05:00:00+00:00,51.75
2022-01-14 06:00:00+00:00,59.25
2022-01-14 07:00:00+00:00,97.75
2022-01-14 08:00:00+00:00,103.5
2022-01-14 09:00:00+00:00,116.25
2022-01-14 10:00:00+00:00,117.5
2022-01-14 11:00:00+00:00,137.0
2022-01-14 12:00:00+00:00,133.25
2022-01-14 13:00:00+00:00,109.5
2022-01-14 14:00:00+00:00,84.75
2022-01-14 15:00:00+00:00,107.25
2022-01-14 16:00:00+00:00,130.5
2022-01-14 17:00:00+00:00,113.75
2022-01-14 18:00:00+00:00,107.75
2022-01-14 19:00:00+00:00,101.25
2022-01-14 20:00:00+00:00,100.25
2022-01-14 21:00:00+00:00,103.75
2022-01-14 22:00:00+00:00,93.5
2022-01-14 23:00:00+00:00,78.5
2022-01-15 00:00:00+00:00,89.0
2022-01-15 01:00:00+00:00,88.0
2022-01-15 02:00:00+00:00,80.75
2022-01-15 03:00:00+00:00,65.75
2022-01-15 04:00:00+00:00,60.0
2022-01-15 05:00:00+00:00,57.5
2022-01-15 06:00:00+00:00,60.0
2022-01-15 07:00:00+00:00,73.75
2022-01-15 08:00:00+00:00,69.25
2022-01-15 09:00:00+00:00,71.25
2022-01-15 10:00:00+00:00,87.75
2022-01-15 11:00:00+00:00,117.0
2022-01-15 12:00:00+00:00,150.75
2022-01-15 13:00:00+00:00,123.0
2022-01-15 14:00:00+00:00,126.0
2022-01-15 15:00:00+00:00,130.25
2022-01-15 16:00:00+00:00,128.25
2022-01-15 17:00:00+00:00,94.0
2022-01-15 18:00:00+00:00,111.25
2022-01-15 19:00:00+00:00,117.0
2022-01-15 20:00:00+00:00,103.0
2022-01-15 21:00:00+00:00,105.5
2022-01-15 22:00:00+00:00,106.75
2022-01-15 23:00:00+00:00,118.25
2022-01-16 00:00:00+00:00,95.0
2022-01-16 01:00:00+00:00,91.75
2022-01-16 02:00:00+00:00,100.5
2022-01-16 03:00:00+00:00,106.5
2022-01-16 04:00:00+00:00,92.75
2022-01-16 05:00:00+00:00,90.25
2022-01-16 06:00:00+00:00,73.0
2022-01-16 07:00:00+00:00,71.5
2022-01-16 08:00:00+00:00,96.0
2022-01-16 09:00:00+00:00,133.0
2022-01-16 10:00:00+00:00,116.75
2022-01-16 11:00:00+00:00,133.5
2022-01-16 12:00:00+00:00,101.0
2022-01-16 13:00:00+00:00,124.0
2022-01-16 14:00:00+00:00,131.5
2022-01-16 15:00:00+00:00,129.0
2022-01-16 16:00:00+00:00,133.5
2022-01-16 17:00:00+00:00,134.0
2022-01-16 18:00:00+00:00,122.25
2022-01-16 19:00:00+00:00,140.5
2022-01-16 20:00:00+00:00,76.5
2022-01-16 21:00:00+00:00,93.25
2022-01-16 22:00:00+00:00,69.5
2022-01-16 23:00:00+00:00,90.0
2022-01-17 00:00:00+00:00,94.0
2022-01-17 01:00:00+00:00,74.0
2022-01-17 02:00:00+00:00,57.5
2022-01-17 03:00:00+00:00,50.5
2022-01-17 04:00:00+00:00,60.0
2022-01-17 05:00:00+00:00,56.5
2022-01-17 06:00:00+00:00,98.0
2022-01-17 07:00:00+00:00,153.25
2022-01-17 08:00:00+00:00,141.75
2022-01-17 09:00:00+00:00,165.25
2022-01-17 10:00:00+00:00,210.0
2022-01-17 11:00:00+00:00,184.0
2022-01-17 12:00:00+00:00,180.75
2022-01-17 13:00:00+00:00,126.75
2022-01-17 14:00:00+00:00,140.0
2022-01-17 15:00:00+00:00,146.5
2022-01-17 16:00:00+00:00,134.0
2022-01-17 17:00:00+00:00,159.5
2022-01-17 18:00:00+00:00,192.5
2022-01-17 19:00:00+00:00,208.25
2022-01-17 20:00:00+00:00,163.0
2022-01-17 21:00:00+00:00,128.5
2022-01-17 22:00:00+00:00,125.25
2022-01-17 23:00:00+00:00,134.5
2022-01-18 00:00:00+00:00,91.75
2022-01-18 01:00:00+00:00,87.0
2022-01-18 02:00:00+00:00,74.25
2022-01-18 03:00:00+00:00,73.0
2022-01-18 04:00:00+00:00,77.5
2022-01-18 05:00:00+00:00,69.75
2022-01-18 06:00:00+00:00,79.5
2022-01-18 07:00:00+00:00,129.5
2022-01-18 08:00:00+00:00,176.5
2022-01-18 09:00:00+00:00,159.75
2022-01-18 10:00:00+00:00,149.75
2022-01-18 11:00:00+00:00,113.75
2022-01-18 12:00:00+00:00,109.75
2022-01-18 13:00:00+00:00,129.5
2022-01-18 14:00:00+00:00,102.75
2022-01-18 15:00:00+00:00,119.0
2022-01-18 16:00:00+00:00,114.25
2022-01-18 17:00:00+00:00,162.5
2022-01-18 18:00:00+00:00,136.25
2022-01-18 19:00:00+00:00,115.25
2022-01-18 20:00:00+00:00,133.75
2022-01-18 21:00:00+00:00,122.25
2022-01-18 22:00:00+00:00,83.25
2022-01-18 23:00:00+00:00,102.75
2022-01-19 00:00:00+00:00,108.5
2022-01-19 01:00:00+00:00,83.75
2022-01-19 02:00:00+00:00,81.5
2022-01-19 03:00:00+00:00,73.0
2022-01-19 04:00:00+00:00,50.75
2022-01-19 05:00:00+00:00,36.75
2022-01-19 06:00:00+00:00,79.75
2022-01-19 07:00:00+00:00,109.5
2022-01-19 08:00:00+00:00,173.0
2022-01-19 09:00:00+00:00,149.0
2022-01-19 10:00:00+00:00,159.75
2022-01-19 11:00:00+00:00,127.0
2022-01-19 12:00:00+00:00,139.25
2022-01-19 13:00:00+00:00,117.0
2022-01-19 14:00:00+00:00,121.0
2022-01-19 15:00:00+00:00,95.25
2022-01-19 16:00:00+00:00,128.25
2022-01-19 17:00:00+00:00,113.0
2022-01-19 18:00:00+00:00,114.25
2022-01-19 19:00:00+00:00,142.25
2022-01-19 20:00:00+00:00,147.5
2022-01-19 21:00:00+00:00,88.5
2022-01-19 22:00:00+00:00,131.75
2022-01-19 23:00:00+00:00,105.5
2022-01-20 00:00:00+00:00,121.75
2022-01-20 01:00:00+00:00,79.0
2022-01-20 02:00:00+00:00,55.5
2022-01-20 03:00:00+00:00,72.25
2022-01-20 04:00:00+00:00,70.25
2022-01-20 05:00:00+00:00,82.75
2022-01-20 06:00:00+00:00,113.25
2022-01-20 07:00:00+00:00,162.5
2022-01-20 08:00:00+00:00,238.5
2022-01-20 09:00:00+00:00,230.25
2022-01-20 10:00:00+00:00,168.25
2022-01-20 11:00:00+00:00,137.75
2022-01-20 12:00:00+00:00,135.25
2022-01-20 13:00:00+00:00,107.0
2022-01-20 14:00:00+00:00,98.5
2022-01-20 15:00:00+00:00,134.75
2022-01-20 16:00:00+00:00,107.0
2022-01-20 17:00:00+00:00,106.0
2022-01-20 18:00:00+00:00,148.75
2022-01-20 19:00:00+00:00,147.5
2022-01-20 20:00:00+00:00,147.5
2022-01-20 21:00:00+00:00,177.0
2022-01-20 22:00:00+00:00,120.25
2022-01-20 23:00:00+00:00,126.5
2022-01-21 00:00:00+00:00,135.5
2022-01-21 01:00:00+00:00,99.25
2022-01-21 02:00:00+00:00,81.75
2022-01-21 03:00:00+00:00,77.25
2022-01-21 04:00:00+00:00,102.75
2022-01-21 05:00:00+00:00,76.5
2022-01-21 06:00:00+00:00,93.25
2022-01-21 07:00:00+00:00,140.75
2022-01-21 08:00:00+00:00,191.25
2022-01-21 09:00:00+00:00,157.25
2022-01-21 10:00:00+00:00,157.25
2022-01-21 11:00:00+00:00,157.25
2022-01-21 12:00:00+00:00,161.25
2022-01-21 13:00:00+00:00,191.5
2022-01-21 14:00:00+00:00,154.5
2022-01-21 15:00:00+00:00,172.25
2022-01-21 16:00:00+00:00,152.0
2022-01-21 17:00:00+00:00,161.25
2022-01-21 18:00:00+00:00,176.5
2022-01-21 19:00:00+00:00,175.25
2022-01-21 20:00:00+00:00,161.0
2022-01-21 21:00:00+00:00,134.25
2022-01-21 22:00:00+00:00,155.25
2022-01-21 23:00:00+00:00,128.0
2022-01-22 00:00:00+00:00,122.0
2022-01-22 01:00:00+00:00,95.25
2022-01-22 02:00:00+00:00,81.25
2022-01-22 03:00:00+00:00,75.5
2022-01-22 04:00:00+00:00,76.5
2022-01-22 05:00:00+00:00,72.0
2022-01-22 06:00:00+00:00,69.75
2022-01-22 07:00:00+00:00,94.5
2022-01-22 08:00:00+00:00,103.0
2022-01-22 09:00:00+00:00,119.0
2022-01-22 10:00:00+00:00,147.75
2022-01-22 11:00:00+00:00,174.5
2022-01-22 12:00:00+00:00,152.5
2022-01-22 13:00:00+00:00,147.25
2022-01-22 14:00:00+00:00,144.25
2022-01-22 15:00:00+00:00,125.75
2022-01-22 16:00:00+00:00,131.5
2022-01-22 17:00:00+00:00,162.25
2022-01-22 18:00:00+00:00,209.75
2022-01-22 19:00:00+00:00,177.5
2022-01-22 20:00:00+00:00,143.75
2022-01-22 21:00:00+00:00,150.0
2022-01-22 22:00:00+00:00,147.5
2022-01-22 23:00:00+00:00,138.0
2022-01-23 00:00:00+00:00,170.25
2022-01-23 01:00:00+00:00,124.0
2022-01-23 02:00:00+00:00,102.5
2022-01-23 03:00:00+00:00,91.0
2022-01-23 04:00:00+00:00,67.5
2022-01-23 05:00:00+00:00,49.75
2022-01-23 06:00:00+00:00,54.25
2022-01-23 07:00:00+00:00,50.75
2022-01-23 08:00:00+00:00,57.75
2022-01-23 09:00:00+00:00,66.5
2022-01-23 10:00:00+00:00,54.0
2022-01-23 11:00:00+00:00,46.75
2022-01-23 12:00:00+00:00,96.75
2022-01-23 13:00:00+00:00,69.5
2022-01-23 14:00:00+00:00,67.0
2022-01-23 15:00:00+00:00,100.25
2022-01-23 16:00:00+00:00,112.25
2022-01-23 17:00:00+00:00,51.0
2022-01-23 18:00:00+00:00,85.0
2022-01-23 19:00:00+00:00,84.0
2022-01-23 20:00:00+00:00,96.0
2022-01-23 21:00:00+00:00,90.0
2022-01-23 22:00:00+00:00,104.5
2022-01-23 23:00:00+00:00,79.75
2022-01-24 00:00:00+00:00,77.5
2022-01-24 01:00:00+00:00,56.5
2022-01-24 02:00:00+00:00,50.0
2022-01-24 03:00:00+00:00,27.25
2022-01-24 04:00:00+00:00,35.75
2022-01-24 05:00:00+00:00,36.0
2022-01-24 06:00:00+00:00,47.75
2022-01-24 07:00:00+00:00,75.25
2022-01-24 08:00:00+00:00,83.0
2022-01-24 09:00:00+00:00,75.25
2022-01-24 10:00:00+00:00,80.5
2022-01-24 11:00:00+00:00,71.75
2022-01-24 12:00:00+00:00,87.75
2022-01-24 13:00:00+00:00,96.25
2022-01-24 14:00:00+00:00,74.5
2022-01-24 15:00:00+00:00,61.25
2022-01-24 16:00:00+00:00,81.75
2022-01-24 17:00:00+00:00,77.25
2022-01-24 18:00:00+00:00,76.25
2022-01-24 19:00:00+00:00,70.0
2022-01-24 20:00:00+00:00,84.0
2022-01-24 21:00:00+00:00,65.75
2022-01-24 22:00:00+00:00,71.25
2022-01-24 23:00:00+00:00,69.0
2022-01-25 00:00:00+00:00,60.25
2022-01-25 01:00:00+00:00,38.5
2022-01-25 02:00:00+00:00,27.25
2022-01-25 03:00:00+00:00,32.0
2022-01-25 04:00:00+00:00,32.5
2022-01-25 05:00:00+00:00,33.0
2022-01-25 06:00:00+00:00,61.75
2022-01-25 07:00:00+00:00,71.75
2022-01-25 08:00:00+00:00,91.75
2022-01-25 09:00:00+00:00,100.75
2022-01-25 10:00:00+00:00,105.0
2022-01-25 11:00:00+00:00,128.25
2022-01-25 12:00:00+00:00,135.0
2022-01-25 13:00:00+00:00,86.0
2022-01-25 14:00:00+00:00,122.25
2022-01-25 15:00:00+00:00,90.25
2022-01-25 16:00:00+00:00,102.75
2022-01-25 17:00:00+00:00,159.75
2022-01-25 18:00:00+00:00,135.75
2022-01-25 19:00:00+00:00,176.75
2022-01-25 20:00:00+00:00,119.75
2022-01-25 21:00:00+00:00,124.75
2022-01-25 22:00:00+00:00,106.25
2022-01-25 23:00:00+00:00,117.0
2022-01-26 00:00:00+00:00,101.25
2022-01-26 01:00:00+00:00,74.75
2022-01-26 02:00:00+00:00,54.5
2022-01-26 03:00:00+00:00,45.25
2022-01-26 04:00:00+00:00,44.0
2022-01-26 05:00:00+00:00,58.25
2022-01-26 06:00:00+00:00,81.5
2022-01-26 07:00:00+00:00,150.0
2022-01-26 08:00:00+00:00,180.0
2022-01-26 09:00:00+00:00,198.5
2022-01-26 10:00:00+00:00,208.25
2022-01-26 11:00:00+00:00,179.25
2022-01-26 12:00:00+00:00,135.5
2022-01-26 13:00:00+00:00,160.75
2022-01-26 14:00:00+00:00,125.75
2022-01-26 15:00:00+00:00,176.75
2022-01-26 16:00:00+00:00,130.0
2022-01-26 17:00:00+00:00,175.5
2022-01-26 18:00:00+00:00,142.75
2022-01-26 19:00:00+00:00,145.25
2022-01-26 20:00:00+00:00,107.75
2022-01-26 21:00:00+00:00,80.0
2022-01-26 22:00:00+00:00,83.5
2022-01-26 23:00:00+00:00,82.75
2022-01-27 00:00:00+00:00,61.25
2022-01-27 01:00:00+00:00,35.0
2022-01-27 02:00:00+00:00,24.25
2022-01-27 03:00:00+00:00,29.0
2022-01-27 04:00:00+00:00,18.5
2022-01-27 05:00:00+00:00,14.0
2022-01-27 06:00:00+00:00,31.0
2022-01-27 07:00:00+00:00,49.75
2022-01-27 08:00:00+00:00,89.5
2022-01-27 09:00:00+00:00,114.25
2022-01-27 10:00:00+00:00,93.0
2022-01-27 11:00:00+00:00,120.0
2022-01-27 12:00:00+00:00,135.0
2022-01-27 13:00:00+00:00,179.0
2022-01-27 14:00:00+00:00,110.25
2022-01-27 15:00:00+00:00,114.5
2022-01-27 16:00:00+00:00,125.0
2022-01-27 17:00:00+00:00,141.5
2022-01-27 18:00:00+00:00,191.25
2022-01-27 19:00:00+00:00,152.0
2022-01-27 20:00:00+00:00,144.25
2022-01-27 21:00:00+00:00,163.5
2022-01-27 22:00:00+00:00,133.0
2022-01-27 23:00:00+00:00,122.25
2022-01-28 00:00:00+00:00,114.0
2022-01-28 01:00:00+00:00,82.5
2022-01-28 02:00:00+00:00,76.25
2022-01-28 03:00:00+00:00,71.25
2022-01-28 04:00:00+00:00,79.0
2022-01-28 05:00:00+00:00,69.0
2022-01-28 06:00:00+00:00,86.0
2022-01-28 07:00:00+00:00,108.25
2022-01-28 08:00:00+00:00,167.5
2022-01-28 09:00:00+00:00,177.25
2022-01-28 10:00:00+00:00,178.5
2022-01-28 11:00:00+00:00,151.75
2022-01-28 12:00:00+00:00,151.5
2022-01-28 13:00:00+00:00,158.25
2022-01-28 14:00:00+00:00,161.25
2022-01-28 15:00:00+00:00,145.75
2022-01-28 16:00:00+00:00,151.25
